uniqueID,Search,Title,Authors,Source Title,Publication Date,Publication Year,Volume,Issue,Beginning Page,Ending Page,DOI,Total Citations,Average per Year
1332,A,"Differentiation between native and exotic plant species in a dry grassland: realized responses to perturbation, and comparison with fundamental responses","King, Warren Mcg; Wilson, J. Bastow",AUSTRAL ECOLOGY,Dec-06,2006,31,8,984,995,10.1111/j.1442-9993.2006.01692.x,7,0.54
1333,A,Seasonal diet selection of cattle grazing a montane riparian community,"Evans, SG; Pelster, AJ; Leininger, WC; Trlica, MJ",JOURNAL OF RANGE MANAGEMENT,Sep-04,2004,57,5,539,545,10.2307/4003985,7,0.47
1334,A,"The life of a fire-adapted Florida goldenrod, Solidago odora var. chapmanii","Menges, ES; Root, RB",AMERICAN MIDLAND NATURALIST,Jan-04,2004,151,1,65,78,10.1674/0003-0031(2004)151[0065:TLOAFF]2.0.CO;2,7,0.47
1335,A,Top-down control of benthic heterotrophic nanoflagellates by oligochaetes and microcrustaceans in a littoral freshwater habitat,"Wieltschnig, C; Kirschner, AKT; Fischer, UR; Velimirov, B",FRESHWATER BIOLOGY,Oct-03,2003,48,10,1840,1849,10.1046/j.1365-2427.2003.01133.x,7,0.44
1336,A,Effects of forest management practices on the federally endangered running buffalo clover (Trifolium stoloniferum Muhl. ex. A. Eaton),"Madarish, D; Schuler, TM",NATURAL AREAS JOURNAL,Apr-02,2002,22,2,120,128,,7,0.41
1337,A,Species richness and California voles in an annual and a perennial grassland,"Fehmi, JS; Bartolome, JW",WESTERN NORTH AMERICAN NATURALIST,Jan-02,2002,62,1,73,81,,7,0.41
1338,A,Short-term responses of rehabilitating coastal dune forest ground vegetation to livestock grazing,"Wassenaar, TD; van Aarde, RJ",AFRICAN JOURNAL OF ECOLOGY,Dec-01,2001,39,4,329,339,10.1046/j.1365-2028.2001.00318.x,7,0.39
1339,A,Cover for wildlife after summer grazing on Sandhills rangeland,"Reece, PE; Volesky, JD; Schacht, WH",JOURNAL OF RANGE MANAGEMENT,Mar-01,2001,54,2,126,131,10.2307/4003172,7,0.39
1340,A,Fire and cattle grazing on wintering sparrows in Arizona grasslands,"Gordon, CE",JOURNAL OF RANGE MANAGEMENT,Jul-00,2000,53,4,384,389,10.2307/4003748,7,0.37
1341,A,"Impact of pasture grazing by Przewalski horses (Equus przewalskii) on orthoptera populations on the Causse Mejean (Lozere, France).","Tatin, L; Dutoit, T; Feh, C",REVUE D ECOLOGIE-LA TERRE ET LA VIE,JUL-SEP 2000,2000,55,3,241,261,,7,0.37
1342,A,Effect of grazing on the population biology of Phalaris aquatica,"Leiva, MJ; Ales, RF",JOURNAL OF RANGE MANAGEMENT,May-00,2000,53,3,277,281,10.2307/4003431,7,0.37
1343,A,Elk presence inside various-sized cattle exclosures,"Gross, JA; Knight, JE",JOURNAL OF RANGE MANAGEMENT,May-00,2000,53,3,287,290,10.2307/4003433,7,0.37
1344,A,Seasonal variation of the seed bank of Medicago minima and Erodium cicutarium as related to grazing history and presence of shrubs in central Argentina,"Mayor, MD; Boo, RM; Pelaez, DV; Elia, OR",JOURNAL OF ARID ENVIRONMENTS,Nov-99,1999,43,3,205,212,10.1006/jare.1999.0550,7,0.35
1345,A,The influence of vegetation removal by western harvester ants (Pogonomyrmex owyheei) in a relict area of sagebrush-steppe in central Oregon,"Soule, PT; Knapp, PA",AMERICAN MIDLAND NATURALIST,Oct-96,1996,136,2,336,345,10.2307/2426737,7,0.3
1346,A,IMPACT OF GREATER SANDHILL CRANES FORAGING ON CORN AND BARLEY CROPS,"MCIVOR, DE; CONOVER, MR",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Jul-94,1994,49,3,233,237,10.1016/0167-8809(94)90052-3,7,0.28
1347,A,EFFECT OF AN ISOPOD GRAZING (BURMONISCUS SP) UPON MICROBES AND NUTRIENT RELEASE FROM THE DECOMPOSING LEAF-LITTER OF ALNUS-NEPALENSIS D-DON,"KAYANG, H; SHARMA, GD; MISHRA, RR",EUROPEAN JOURNAL OF SOIL BIOLOGY,1994,1994,30,1,11,15,,7,0.28
1348,A,UTILIZATION OF GLOBEMALLOW (SPHAERALCEA) TAXA BY SHEEP,"RUMBAUGH, MD; MAYLAND, HF; PENDERY, BM; SHEWMAKER, GE",JOURNAL OF RANGE MANAGEMENT,Mar-93,1993,46,2,103,109,10.2307/4002263,7,0.27
1349,A,ANNUAL NUTRIENT BUDGET FOR AN ALPINE GRASSLAND IN THE GARHWAL-HIMALAYA,"SUNDRIYAL, RC; JOSHI, AP",JOURNAL OF VEGETATION SCIENCE,Feb-92,1992,3,1,21,26,10.2307/3235993,7,0.26
1350,A,WILDLIFE HABITAT ON GRAZED OR UNGRAZED SMALL POND SHORELINES IN SOUTH TEXAS,"WHYTE, RJ; CAIN, BW",JOURNAL OF RANGE MANAGEMENT,1981,1981,34,1,64,68,10.2307/3898457,7,0.18
1351,A,Responses of belowground communities to large aboveground herbivores: Meta-analysis reveals biome-dependent patterns and critical research gaps,"Andriuzzi, Walter S.; Wall, Diana H.",GLOBAL CHANGE BIOLOGY,Sep-17,2017,23,9,3857,3868,10.1111/gcb.13675,6,3
1352,A,Competition drives the response of soil microbial diversity to increased grazing by vertebrate herbivores,"Eldridge, David J.; Delgado-Baquerizo, Manuel; Travers, Samantha K.; Val, James; Oliver, Ian; Hamonts, Kelly; Singh, Brajesh K.",ECOLOGY,Jul-17,2017,98,7,1922,1931,10.1002/ecy.1879,6,3
1353,A,Plant Community Composition After 75 Yr of Sustained Grazing Intensity Treatments in Shortgrass Steppe,"Porensky, Lauren M.; Derner, Justin D.; Augustine, David J.; Milchunas, Daniel G.",RANGELAND ECOLOGY & MANAGEMENT,Jul-17,2017,70,4,456,464,10.1016/j.rama.2016.12.001,6,3
1354,A,Influence of cattle on browsing and grazing wildlife varies with rainfall and presence of megaherbivores,"Kimuyu, Duncan M.; Veblen, Kari E.; Riginos, Corinna; Chira, Robert M.; Githaiga, John M.; Young, Truman P.",ECOLOGICAL APPLICATIONS,Apr-17,2017,27,3,786,798,10.1002/eap.1482,6,3
1355,A,Suburban ecology of the crested porcupine in a heavily poached area: a global approach,"Lovari, Sandro; Corsini, Maria Teresa; Guazzini, Barbara; Romeo, Giorgia; Mori, Emiliano",EUROPEAN JOURNAL OF WILDLIFE RESEARCH,Feb-17,2017,63,1,,,10.1007/s10344-016-1075-0,6,3
1356,A,Grazing effects on surface energy fluxes in a desert steppe on the Mongolian Plateau,"Shao, Changliang; Chen, Jiquan; Li, Linghao; Dong, Gang; Han, Juanjuan; Abraha, Michael; John, Ranjeet",ECOLOGICAL APPLICATIONS,2017,2017,27,2,485,502,10.1002/eap.1459,6,3
1357,A,Ecosystem resilience is evident 17 years after fire in Wyoming big sagebrush ecosystems,"Ellsworth, L. M.; Wrobleski, D. W.; Kauffman, J. B.; Reis, S. A.",ECOSPHERE,Dec-16,2016,7,12,,,10.1002/ecs2.1618,6,2
1358,A,Goat pasturing-A biological solution to counteract shrub encroachment on abandoned dry grasslands in Central Europe?,"Elias, Daniel; Tischew, Sabine",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,OCT 16 2016,2016,234,,98,106,10.1016/j.agee.2016.02.023,6,2
1359,A,"Disentangling grazing effects: trampling, defoliation and urine deposition","Lezama, Felipe; Paruelo, Jose M.",APPLIED VEGETATION SCIENCE,Oct-16,2016,19,4,557,566,10.1111/avsc.12250,6,2
1360,A,Patch-burn grazing increases habitat heterogeneity and biodiversity of small mammals in managed rangelands,"Ricketts, Andrew M.; Sandercock, Brett K.",ECOSPHERE,Aug-16,2016,7,8,,,10.1002/ecs2.1431,6,2
1361,A,Mountain invasions on the way: are there climatic constraints for the expansion of alien woody species along an elevation gradient in Argentina?,"Tecco, Paula A.; Pais-Bosch, Ana I.; Funes, Guillermo; Marcora, Paula I.; Zeballos, Sebastian R.; Cabido, Marcelo; Urcelay, Carlos",JOURNAL OF PLANT ECOLOGY,Aug-16,2016,9,4,380,392,10.1093/jpe/rtv064,6,2
1362,A,Impact of stocking rate on species diversity and composition of a subtropical grassland in Argentina,"Pizzio, Rafael; Herrero-Jauregui, Cristina; Pizzio, Mariano; Oesterheld, Martin",APPLIED VEGETATION SCIENCE,Jul-16,2016,19,3,454,461,10.1111/avsc.12229,6,2
1363,A,Different-sized grazers have distinctive effects on plant functional composition of an African savannah,"van der Plas, Fons; Howison, Ruth A.; Mpanza, Nokukhanya; Cromsigt, Joris P. G. M.; Olff, Han",JOURNAL OF ECOLOGY,May-16,2016,104,3,864,875,10.1111/1365-2745.12549,6,2
1364,A,Eaten but not always beaten: winners and losers along a red deer herbivory gradient in boreal forest,"Hegland, Stein J.; Rydgren, Knut",JOURNAL OF VEGETATION SCIENCE,Jan-16,2016,27,1,111,122,10.1111/jvs.12339,6,2
1365,A,Impact of farmland exclosure on the productivity and sustainability of a mixed crop-livestock system in the Central Rift Valley of Ethiopia,"Baudron, Frederic; Mamo, Aynalem; Tirfessa, Dereje; Argaw, Mekuria",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,SEP 1 2015,2015,207,,109,118,10.1016/j.agee.2015.04.003,6,1.5
1366,A,Managing cattle grazing and overstorey cover for the conversion of pine monocultures into mixed Mediterranean woodlands,"Osem, Yagil; Fogel, Tom; Moshe, Yossi; Brant, Shlomo",APPLIED VEGETATION SCIENCE,Apr-15,2015,18,2,261,271,10.1111/avsc.12152,6,1.5
1367,A,Effects of different restoration measures and sand dune topography on short- and long-term vegetation restoration in northeast China,"Miyasaka, Takafumi; Okuro, Toshiya; Miyamori, Eriko; Zhao, Xueyong; Takeuchi, Kazuhiko",JOURNAL OF ARID ENVIRONMENTS,Dec-14,2014,111,,1,6,10.1016/j.jaridenv.2014.07.003,6,1.2
1368,A,"Fuel, fire and cattle in African highlands: traditional management maintains a mosaic heathland landscape","Johansson, Maria U.; Granstrom, Anders",JOURNAL OF APPLIED ECOLOGY,Oct-14,2014,51,5,1396,1405,10.1111/1365-2664.12291,6,1.2
1369,A,Concurrent biotic interactions influence plant performance at their altitudinal distribution margins,"Kaarlejarvi, Elina; Olofsson, Johan",OIKOS,Aug-14,2014,123,8,943,952,10.1111/oik.01261,6,1.2
1370,A,Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah,"van der Plas, Fons; Olff, Han",OECOLOGIA,Jun-14,2014,175,2,639,649,10.1007/s00442-014-2920-z,6,1.2
1371,A,How guardian dogs protect livestock from predators: territorial enforcement by Maremma sheepdogs,"van Bommel, Linda; Johnson, Chris N.",WILDLIFE RESEARCH,2014,2014,41,8,662,672,10.1071/WR14190,6,1.2
1372,A,"Cattle change plant reproductive phenology, promoting community changes in a post-fire Nothofagus forest in northern Patagonia, Argentina","de Paz, Manuel; Raffaele, Estela",JOURNAL OF PLANT ECOLOGY,Dec-13,2013,6,6,459,467,10.1093/jpe/rtt004,6,1
1373,A,"Termites, Large Herbivores, and Herbaceous Plant Dominance Structure Small Mammal Communities in Savannahs","Okullo, Paul; Greve, Peter M. K.; Moe, Stein R.",ECOSYSTEMS,Sep-13,2013,16,6,1002,1012,10.1007/s10021-013-9663-2,6,1
1374,A,Spring cattle grazing and mule deer nutrition in a bluebunch wheatgrass community,"Wagoner, Sara J.; Shipley, Lisa A.; Cook, Rachel C.; Hardesty, Linda",JOURNAL OF WILDLIFE MANAGEMENT,Jul-13,2013,77,5,897,907,10.1002/jwmg.545,6,1
1375,A,Effects of deer disturbance on soil respiration in a subtropical floodplain wetland of the Yangtze River,"Chen, Jingrui; Wang, Qiulin; Li, Ming; Liu, Fan; Li, Wei; Yin, Liyan",EUROPEAN JOURNAL OF SOIL BIOLOGY,MAY-JUN 2013,2013,56,,65,71,10.1016/j.ejsobi.2013.02.007,6,1
1376,A,Nurse effect and herbivory exclusion facilitate plant colonization in abandoned mine tailings storage facilities in north-central Chile,"Cuevas, Jaime G.; Silva, Sergio I.; Leon-Lobos, Pedro; Ginocchio, Rosanna",REVISTA CHILENA DE HISTORIA NATURAL,Mar-13,2013,86,1,63,74,10.4067/S0716-078X2013000100006,6,1
1377,A,Colonization of limestone grasslands by woody plants: the role of seed limitation and herbivory by vertebrates,"Laborde, J.; Thompson, K.",JOURNAL OF VEGETATION SCIENCE,Mar-13,2013,24,2,307,319,10.1111/j.1654-1103.2012.01463.x,6,1
1378,A,Intensification of domestic ungulate grazing delays secondary forest succession: evidence from exclosure plots,"Laskurain, N. A.; Aldezabal, A.; Olano, J. M.; Loidi, J.; Escudero, A.",JOURNAL OF VEGETATION SCIENCE,Mar-13,2013,24,2,320,331,10.1111/j.1654-1103.2012.01469.x,6,1
1379,A,No trespassing: using a biofence to manipulate wolf movements,"Ausband, David E.; Mitchell, Michael S.; Bassing, Sarah B.; White, Craig",WILDLIFE RESEARCH,2013,2013,40,3,207,216,10.1071/WR12176,6,1
1380,A,"Is livestock grazing compatible with amphibian diversity in the High Mountains of Crdoba, Argentina?","Verga, Ernesto G.; Leynaud, Gerardo C.; Lescano, Julian N.; Bellis, Laura M.",EUROPEAN JOURNAL OF WILDLIFE RESEARCH,Oct-12,2012,58,5,823,832,10.1007/s10344-012-0630-6,6,0.86
1381,A,"Grazing Distribution and Diet Quality of Angus, Brangus, and Brahman Cows in the Chihuahuan Desert","Russell, Morgan L.; Bailey, Derek W.; Thomas, Milt G.; Witmore, Barbara K.",RANGELAND ECOLOGY & MANAGEMENT,Jul-12,2012,65,4,371,381,10.2111/REM-D-11-00042.1,6,0.86
1382,A,"Impact of cattle grazing on the occupancy of a cryptic, threatened rail","Richmond, Orien M. W.; Tecklin, Jerry; Beissinger, Steven R.",ECOLOGICAL APPLICATIONS,Jul-12,2012,22,5,1655,1664,,6,0.86
1383,A,Fire and grazing influence food resources of an endangered rock-wallaby,"Tuft, Katherine D.; Crowther, Mathew S.; McArthur, Clare",WILDLIFE RESEARCH,2012,2012,39,5,436,445,10.1071/WR11208,6,0.86
1384,A,Seasonal Patterns of Forage Availability in the Fescue Grasslands Under Contrasting Grazing Histories,"Bork, Edward; Willms, Walter; Tannas, Steven; Alexander, Mike",RANGELAND ECOLOGY & MANAGEMENT,Jan-12,2012,65,1,47,55,10.2111/REM-D-11-00087.1,6,0.86
1385,A,Do tadpoles affect leaf decomposition in neotropical streams?,"Connelly, Scott; Pringle, Catherine M.; Whiles, Matt R.; Lips, Karen R.; Kilham, Susan; Brenes, Roberto",FRESHWATER BIOLOGY,Sep-11,2011,56,9,1863,1875,10.1111/j.1365-2427.2011.02626.x,6,0.75
1386,A,Does Small-Perimeter Fencing Inhibit Mule Deer or Pronghorn Use of Water Developments?,"Larsen, Randy T.; Bissonette, John A.; Flinders, Jerran T.; Robinson, Aaron C.",JOURNAL OF WILDLIFE MANAGEMENT,Aug-11,2011,75,6,1417,1425,10.1002/jwmg.163,6,0.75
1387,A,Response of Rodents to Wildfire and Livestock Grazing in an Arizona Desert Grassland,"Bock, Carl E.; Jones, Zach F.; Kennedy, Linda J.; Bock, Jane H.",AMERICAN MIDLAND NATURALIST,Jul-11,2011,166,1,126,138,10.1674/0003-0031-166.1.126,6,0.75
1388,A,Fire and grazing differentially affect aerial biomass and species composition in Andean grasslands,"Carilla, Julieta; Aragon, Roxana; Gurvich, Diego E.",ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,JUL-AUG 2011,2011,37,4,337,345,10.1016/j.actao.2011.03.006,6,0.75
1389,A,Assessing the relationship between fire and grazing on soil characteristics and mite communities in a semi-arid savanna of northern Australia,"Beyer, Stephen; Kinnear, Adrianne; Hutley, Lindsay B.; McGuinness, Keith; Gibb, Karen",PEDOBIOLOGIA,2011,2011,54,3,195,200,10.1016/j.pedobi.2011.03.002,6,0.75
1390,A,Root decomposition in grazed and abandoned dry Mediterranean dehesa and mesic mountain grasslands estimated by standard labelled roots,"Casals, Pere; Garcia-Pausas, Jordi; Montane, Francesc; Romanya, Joan; Rovira, Pere",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,DEC 15 2010,2010,139,4,759,765,10.1016/j.agee.2010.10.013,6,0.67
1391,A,Prescribed burning to affect a state transition in a shrub-encroached desert grassland,"Havstad, K. M.; James, D.",JOURNAL OF ARID ENVIRONMENTS,Oct-10,2010,74,10,1324,1328,10.1016/j.jaridenv.2010.05.035,6,0.67
1392,A,EFFECTS OF LONG-TERM LIVESTOCK GRAZING AND HABITAT ON UNDERSTORY VEGETATION,"Bakker, Jonathan D.; Rudebusch, Futh; Moore, Margaret M.",WESTERN NORTH AMERICAN NATURALIST,Oct-10,2010,70,3,334,344,10.3398/064.070.0306,6,0.67
1393,A,Spring Grazing Impacts on the Vegetation of Reed Canarygrass-Invaded Wetlands,"Hillhouse, Heidi L.; Tunnell, Susan J.; Stubbendieck, James",RANGELAND ECOLOGY & MANAGEMENT,Sep-10,2010,63,5,581,587,10.2111/REM-D-09-00173.1,6,0.67
1394,A,Variability of soil aggregation in a hilly semi-arid rangeland,"Stavi, I.; Ungar, E. D.; Lavee, H.; Sarah, P.",JOURNAL OF ARID ENVIRONMENTS,Aug-10,2010,74,8,946,953,10.1016/j.jaridenv.2009.12.003,6,0.67
1395,A,Habitat productivity influences root mass vertical distribution in grazed Mediterranean ecosystems,"Rueda, Marta; Rebollo, Salvador; Rodriguez, Miguel A.",ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,JUL-AUG 2010,2010,36,4,377,382,10.1016/j.actao.2010.03.005,6,0.67
1396,A,Comparative demographic analysis in contrasting environments of Magnolia dealbata: an endangered species from Mexico,"Rafael Sanchez-Velasquez, Lazaro; del Rosario Pineda-Lopez, Maria",POPULATION ECOLOGY,Jan-10,2010,52,1,203,210,10.1007/s10144-009-0161-5,6,0.67
1397,A,Pastoralist's livestock and settlements influence game bird diversity and abundance in a savanna ecosystem of southern Kenya,"Morris, Dana L.; Western, David; Maitumo, David",AFRICAN JOURNAL OF ECOLOGY,Mar-09,2009,47,1,48,55,10.1111/j.1365-2028.2007.00914.x,6,0.6
1398,A,Cattle Grazing as a Biological Control for Broom Snakeweed: Vegetation Response,"Ralphs, Michael H.; Banks, Jeffery E.",RANGELAND ECOLOGY & MANAGEMENT,Jan-09,2009,62,1,38,43,10.2111/08-047,6,0.6
1399,A,CONSEQUENCES OF CATTLE INTRODUCTION IN A SHRUBSTEPPE ECOSYSTEM: INDIRECT EFFECTS ON DESERT HORNED LIZARDS (PHRYNOSOMA PLATYRHINOS),"Newbold, T. A. Scott; MacMahon, James A.",WESTERN NORTH AMERICAN NATURALIST,Sep-08,2008,68,3,291,302,10.3398/1527-0904(2008)68[291:COCIIA]2.0.CO;2,6,0.55
1400,A,"Harvester ant nests improve recovery performance of drought impacted vegetation in grazing regimes of semiarid savanna, Texas","Nicolai, Nancy; Smeins, Fred E.; Cook, Jerry L.",AMERICAN MIDLAND NATURALIST,Jul-08,2008,160,1,29,40,10.1674/0003-0031(2008)160[29:HANIRP]2.0.CO;2,6,0.55
1401,A,Non-destructive sampling of Schoenoplectus maritimus in southern France,"Gouraud, Christophe; Giroux, Jean-Francois; Mesleard, Francois; Desnouhes, Laurent",WETLANDS,Jun-08,2008,28,2,532,537,10.1672/07-85.1,6,0.55
1402,A,Resource-ratio theory applied to large herbivores,"Murray, Martyn G.; Baird, David R.",ECOLOGY,May-08,2008,89,5,1445,1456,10.1890/07-0345.1,6,0.55
1403,A,"Grassland responses to multiple disturbances on the New England Tablelands in NSW, Australia","Li, Jin; Duggin, John A.; Loneragan, William A.; Grant, Carl D.",PLANT ECOLOGY,Nov-07,2007,193,1,39,57,10.1007/s11258-006-9247-8,6,0.5
1404,A,Vegetation responses to 35 and 55 years of native ungulate grazing in shrubsteppe communities,"Rexroad, Echo A.; Beard, Karen H.; Kulmatiski, Andrew",WESTERN NORTH AMERICAN NATURALIST,Jan-07,2007,67,1,16,25,10.3398/1527-0904(2007)67[16:VRTAYO]2.0.CO;2,6,0.5
1405,A,"Effects of grazing and shrub removal on small mammal populations in southern New Mexico, USA","Mathis, VL; Whitford, WG; Kay, FR; Alkon, PU",JOURNAL OF ARID ENVIRONMENTS,Jul-06,2006,66,1,76,86,10.1016/j.jaridenv.2005.10.015,6,0.46
1406,A,"Survivorship of seedlings of false sandalwood (Myoporum platycarpum) in the chenopod rangelands grazed by sheep, kangaroos and rabbits at Whyalla, South Australia","Tiver, F; Kiermeier, A",AUSTRAL ECOLOGY,May-06,2006,31,3,376,387,10.1111/j.1442-9993.2006.01566.x,6,0.46
1407,A,"Interacting effects of landownership, land use, and endangered species on conservation of southwestern US rangelands","Sayre, NE",CONSERVATION BIOLOGY,Jun-05,2005,19,3,783,792,,6,0.43
1408,A,"Livestock forage conditioning: Bluebunch wheatgrass, Idaho fescue, and bottlebrush squirreltail","Ganskopp, D; Svejcar, T; Vavra, M",JOURNAL OF RANGE MANAGEMENT,Jul-04,2004,57,4,384,392,10.2307/4003863,6,0.4
1409,A,Female-biased herbivory in fourwing saltbush browsed by cattle,"Cibils, AF; Swift, DM; Hart, RH",JOURNAL OF RANGE MANAGEMENT,Jan-03,2003,56,1,47,51,10.2307/4003880,6,0.38
1410,A,"Population fluctuations in relation to seasonal habitat preferences of the Swainson's spurfowl, Pternistis swainsonii","Jansen, R; Crowe, TM",AFRICAN JOURNAL OF ECOLOGY,Dec-02,2002,40,4,309,317,10.1046/j.1365-2028.2002.00381.x,6,0.35
1411,A,Effect of fallow improvement on the nematode community in the Sudanian region of Senegal,"Masse, D; Pate, E; Ndiaye-Faye, N; Cadet, P",EUROPEAN JOURNAL OF SOIL BIOLOGY,APR-JUN 2002,2002,38,2,205,211,10.1016/S1164-5563(02)01149-4,6,0.35
1412,A,"Caatinga vegetation dynamics under various grazing intensities by steers in the semi-arid Northeast, Brazil","De Albuquerque, SG",JOURNAL OF RANGE MANAGEMENT,May-99,1999,52,3,241,248,,6,0.3
1413,A,Spatial pattern of vegetation in high arctic sedge meadows,"Young, CG; Dale, MRT; Henry, GHR",ECOSCIENCE,1999,1999,6,4,556,564,10.1080/11956860.1999.11682557,6,0.3
1414,A,"Lagomorph abundance around yellow-eyed penguin (Megadyptes antipodes) colonies, South Island, New Zealand","Moller, H; Keedwell, R; Ratz, H; Bruce, L",NEW ZEALAND JOURNAL OF ECOLOGY,1998,1998,22,1,65,70,,6,0.29
1415,A,The role of manure in the management of phosphorus resources at an Italian crop-livestock production farm,"Zaccheo, P; Genevini, P; Ambrosini, D",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,DEC 15 1997,1997,66,3,231,239,10.1016/S0167-8809(97)00106-0,6,0.27
1416,A,Soil changes following 18 years of protection from grazing in Arizona chaparral,"Brejda, JJ",SOUTHWESTERN NATURALIST,Dec-97,1997,42,4,478,487,,6,0.27
1417,A,The effect of night grazing by wigeon (Anas penelope) on winter-sown wheat in Japan and the efficacy of black plastic flags as scaring devices,"Lane, SJ; Nakamura, K",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Aug-96,1996,59,01-Feb,81,87,10.1016/0167-8809(96)01037-7,6,0.26
1418,A,EFFECT OF BEAN GEESE (ANSER-FABALIS) GRAZING ON WINTER-WHEAT DURING MIGRATION STOPOVER IN SOUTHERN SWEDEN,"WALLIN, E; MILBERG, P",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Jun-95,1995,54,01-Feb,103,108,10.1016/0167-8809(95)00586-H,6,0.25
1419,A,DYNAMICS OF VEGETATION ALONG AND ADJACENT TO AN EPHEMERAL CHANNEL,"SMITH, MA; DODD, JL; SKINNER, QD; RODGERS, JD",JOURNAL OF RANGE MANAGEMENT,Jan-93,1993,46,1,56,64,10.2307/4002448,6,0.23
1420,A,Impacts of Feral Horse Use on Herbaceous Riparian Vegetation Within a Sagebrush Steppe Ecosystem,"Boyd, C. S.; Davies, K. W.; Collins, G. H.",RANGELAND ECOLOGY & MANAGEMENT,Jul-17,2017,70,4,411,417,10.1016/j.rama.2017.02.001,5,2.5
1421,A,Fire-induced negative nutritional outcomes for cattle when sharing habitat with native ungulates in an African savanna,"Odadi, Wilfred O.; Kimuyu, Duncan M.; Sensenig, Ryan L.; Veblen, Kari E.; Riginos, Corinna; Young, Truman P.",JOURNAL OF APPLIED ECOLOGY,Jun-17,2017,54,3,935,944,10.1111/1365-2664.12785,5,2.5
1422,A,Longterm effects of grazing on arbuscular mycorrhizal fungi,"van der Heyde, Mieke; Bennett, Jonathan A.; Pither, Jason; Hart, Miranda",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,JUN 1 2017,2017,243,,27,33,10.1016/j.agee.2017.04.003,5,2.5
1423,A,Disturbance maintains native and exotic plant species richness in invaded grassy woodlands,"Driscoll, Don A.",JOURNAL OF VEGETATION SCIENCE,May-17,2017,28,3,573,584,10.1111/jvs.12513,5,2.5
1424,A,A biodiversity-friendly rotational grazing system enhancing flower-visiting insect assemblages while maintaining animal and grassland productivity,"Enri, Simone Ravetto; Probo, Massimiliano; Farruggia, Anne; Lanore, Laurent; Blanchetete, Andre; Dumont, Bertrand",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,APR 1 2017,2017,241,,1,10,10.1016/j.agee.2017.02.030,5,2.5
1425,A,Herbivore exclusion promotes a more stochastic plant community assembly in a natural grassland,"Alberti, Juan; Bakker, Elisabeth S.; van Klink, Roel; Olff, Han; Smit, Christian",ECOLOGY,Apr-17,2017,98,4,961,970,10.1002/ecy.1741/suppinfo,5,2.5
1426,A,Stone walls and sacred forest conservation in Ethiopia,"Woods, Carrie L.; Cardelus, Catherine L.; Scull, Peter; Wassie, Alemayehu; Baez, Mabel; Klepeis, Peter",BIODIVERSITY AND CONSERVATION,Jan-17,2017,26,1,209,221,10.1007/s10531-016-1239-y,5,2.5
1427,A,Linking functional diversity to resource availability and disturbance: a mechanistic approach for water-limited plant communities,"Nathan, Jonathan; Osem, Yagil; Shachak, Moshe; Meron, Ehud",JOURNAL OF ECOLOGY,Mar-16,2016,104,2,419,429,10.1111/1365-2745.12525,5,1.67
1428,A,Extrapolating multi-decadal plant community changes based on medium-term experiments can be risky: evidence from high-latitude tundra,"Saccone, Patrick; Virtanen, Risto",OIKOS,Jan-16,2016,125,1,76,85,10.1111/oik.02399,5,1.67
1429,A,Nitrous oxide emissions from an agro-pastoral ecotone of northern China depending on land uses,"Yang, Xinming; Chen, Haiqing; Gong, Yuanshi; Zheng, Xunhua; Fan, Mingsheng; Kuzyakov, Yakov",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,DEC 25 2015,2015,213,,241,251,10.1016/j.agee.2015.08.011,5,1.25
1430,A,Contrasting responses of phytoplankton and benthic algae to recent nutrient enrichment in Arctic tundra ponds,"Lougheed, Vanessa L.; Hernandez, Christina; Andresen, Christian G.; Miller, Nickole A.; Alexander, Vera; Prentki, Richard",FRESHWATER BIOLOGY,Oct-15,2015,60,10,2169,2186,10.1111/fwb.12644,5,1.25
1431,A,Loss of biodiversity and hydrologic function in seasonal wetlands persists over 10 years of livestock grazing removal,"Marty, Jaymee T.",RESTORATION ECOLOGY,Sep-15,2015,23,5,548,554,10.1111/rec.12226,5,1.25
1432,A,MESOCLOSURES - increasing realism in mesocosm studies of ecosystem functioning,"Lahteenmaki, Saija; Slade, Eleanor M.; Hardwick, Bess; Schiffler, Gustavo; Louzada, Julio; Barlow, Jos; Roslin, Tomas",METHODS IN ECOLOGY AND EVOLUTION,Aug-15,2015,6,8,916,924,10.1111/2041-210X.12367,5,1.25
