uniqueID,siteID,year,replicate,grazing.compare,last.grazed,grazing.estimate,grazing.value,Taxa,Genus,Species,Status,Estimate,Stat,Value,Smaller taxonomic rank,Pollution tolerance value,Functional feeding group,Habit
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Hemerodromia,,,percent occurrence,count,21,Insecta,,Predator,Crawler
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Hemerodromia,,,percent occurrence,count,22,Insecta,,Predator,Crawler
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Hemerodromia,,,percent occurrence,count,83,Insecta,,Predator,Crawler
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Hemerodromia,,,percent occurrence,count,18,Insecta,,Predator,Crawler
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Hemerodromia,,,percent occurrence,count,13,Insecta,,Predator,Crawler
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Oreogeton,,,percent occurrence,count,0,Insecta,,Predator,Sprawler
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Oreogeton,,,percent occurrence,count,9,Insecta,,Predator,Sprawler
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Oreogeton,,,percent occurrence,count,0,Insecta,,Predator,Sprawler
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Oreogeton,,,percent occurrence,count,0,Insecta,,Predator,Sprawler
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Oreogeton,,,percent occurrence,count,0,Insecta,,Predator,Sprawler
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,,,,percent occurrence,count,0,Insecta,,Collector-Gatherer,Sprawler
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,,,,percent occurrence,count,9,Insecta,,Collector-Gatherer,Sprawler
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,,,,percent occurrence,count,22,Insecta,,Collector-Gatherer,Sprawler
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,,,,percent occurrence,count,18,Insecta,,Collector-Gatherer,Sprawler
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,,,,percent occurrence,count,13,Insecta,,Collector-Gatherer,Sprawler
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Limnophora,,,percent occurrence,count,0,Insecta,Tolerant,Predator,Burrower
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Limnophora,,,percent occurrence,count,4,Insecta,Tolerant,Predator,Burrower
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Limnophora,,,percent occurrence,count,4,Insecta,Tolerant,Predator,Burrower
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Limnophora,,,percent occurrence,count,23,Insecta,Tolerant,Predator,Burrower
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Limnophora,,,percent occurrence,count,22,Insecta,Tolerant,Predator,Burrower
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Pericoma,,,percent occurrence,count,0,Insecta,Tolerant,Collector-Gatherer,Burrower
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Pericoma,,,percent occurrence,count,26,Insecta,Tolerant,Collector-Gatherer,Burrower
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Pericoma,,,percent occurrence,count,17,Insecta,Tolerant,Collector-Gatherer,Burrower
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Pericoma,,,percent occurrence,count,27,Insecta,Tolerant,Collector-Gatherer,Burrower
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Pericoma,,,percent occurrence,count,57,Insecta,Tolerant,Collector-Gatherer,Burrower
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Psychoda,,,percent occurrence,count,0,Insecta,Tolerant,Collector-Gatherer,Burrower
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,,,,percent occurrence,count,4,Insecta,Tolerant,Collector-Gatherer,Burrower
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,,,,percent occurrence,count,0,Insecta,Tolerant,Collector-Gatherer,Burrower
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,,,,percent occurrence,count,36,Insecta,Tolerant,Collector-Gatherer,Burrower
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,,,,percent occurrence,count,22,Insecta,Tolerant,Collector-Gatherer,Burrower
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,,,,percent occurrence,count,0,Insecta,Tolerant,Predator,Sprawler
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,,,,percent occurrence,count,13,Insecta,Tolerant,Predator,Sprawler
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,,,,percent occurrence,count,4,Insecta,Tolerant,Predator,Sprawler
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,,,,percent occurrence,count,0,Insecta,Tolerant,Predator,Sprawler
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,,,,percent occurrence,count,4,Insecta,Tolerant,Predator,Sprawler
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Bittacomorpha,,,percent occurrence,count,0,Insecta,,Collector-Gatherer,Burrower
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Bittacomorpha,,,percent occurrence,count,0,Insecta,,Collector-Gatherer,Burrower
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Bittacomorpha,,,percent occurrence,count,9,Insecta,,Collector-Gatherer,Burrower
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Bittacomorpha,,,percent occurrence,count,0,Insecta,,Collector-Gatherer,Burrower
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Bittacomorpha,,,percent occurrence,count,0,Insecta,,Collector-Gatherer,Burrower
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Simulium,,,percent occurrence,count,42,Insecta,,Collector-Filterer,Clinger
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Simulium,,,percent occurrence,count,70,Insecta,,Collector-Filterer,Clinger
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Simulium,,,percent occurrence,count,74,Insecta,,Collector-Filterer,Clinger
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Simulium,,,percent occurrence,count,64,Insecta,,Collector-Filterer,Clinger
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Simulium,,,percent occurrence,count,57,Insecta,,Collector-Filterer,Clinger
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Prosimulium,,,percent occurrence,count,17,Insecta,,Collector-Filterer,Clinger
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Prosimulium,,,percent occurrence,count,35,Insecta,,Collector-Filterer,Clinger
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Prosimulium,,,percent occurrence,count,0,Insecta,,Collector-Filterer,Clinger
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Prosimulium,,,percent occurrence,count,14,Insecta,,Collector-Filterer,Clinger
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Prosimulium,,,percent occurrence,count,30,Insecta,,Collector-Filterer,Clinger
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Eristalis,,,percent occurrence,count,0,Insecta,Tolerant,,
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Eristalis,,,percent occurrence,count,0,Insecta,Tolerant,,
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Eristalis,,,percent occurrence,count,4,Insecta,Tolerant,,
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Eristalis,,,percent occurrence,count,0,Insecta,Tolerant,,
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Eristalis,,,percent occurrence,count,0,Insecta,Tolerant,,
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Chrysops,,,percent occurrence,count,25,Insecta,,Collector-Gatherer,Burrower
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Chrysops,,,percent occurrence,count,57,Insecta,,Collector-Gatherer,Burrower
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Chrysops,,,percent occurrence,count,43,Insecta,,Collector-Gatherer,Burrower
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Chrysops,,,percent occurrence,count,9,Insecta,,Collector-Gatherer,Burrower
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Chrysops,,,percent occurrence,count,22,Insecta,,Collector-Gatherer,Burrower
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Anotcha,,,percent occurrence,count,79,Insecta,,Collector-Gatherer,Clinger
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Anotcha,,,percent occurrence,count,91,Insecta,,Collector-Gatherer,Clinger
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Anotcha,,,percent occurrence,count,43,Insecta,,Collector-Gatherer,Clinger
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Anotcha,,,percent occurrence,count,32,Insecta,,Collector-Gatherer,Clinger
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Anotcha,,,percent occurrence,count,4,Insecta,,Collector-Gatherer,Clinger
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Dicranota,,,percent occurrence,count,38,Insecta,,Predator,Crawler
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Dicranota,,,percent occurrence,count,48,Insecta,,Predator,Crawler
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Dicranota,,,percent occurrence,count,0,Insecta,,Predator,Crawler
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Dicranota,,,percent occurrence,count,9,Insecta,,Predator,Crawler
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Dicranota,,,percent occurrence,count,9,Insecta,,Predator,Crawler
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Hexatoma,,,percent occurrence,count,67,Insecta,,Predator,Crawler
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Hexatoma,,,percent occurrence,count,78,Insecta,,Predator,Crawler
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Hexatoma,,,percent occurrence,count,61,Insecta,,Predator,Crawler
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Hexatoma,,,percent occurrence,count,9,Insecta,,Predator,Crawler
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Hexatoma,,,percent occurrence,count,22,Insecta,,Predator,Crawler
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Molophilus,,,percent occurrence,count,4,Insecta,,Collector-Gatherer,Burrower
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Molophilus,,,percent occurrence,count,13,Insecta,,Collector-Gatherer,Burrower
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Molophilus,,,percent occurrence,count,13,Insecta,,Collector-Gatherer,Burrower
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Molophilus,,,percent occurrence,count,9,Insecta,,Collector-Gatherer,Burrower
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Molophilus,,,percent occurrence,count,22,Insecta,,Collector-Gatherer,Burrower
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Ormosia,,,percent occurrence,count,4,Insecta,,Collector-Gatherer,Burrower
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Ormosia,,,percent occurrence,count,13,Insecta,,Collector-Gatherer,Burrower
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Ormosia,,,percent occurrence,count,17,Insecta,,Collector-Gatherer,Burrower
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Ormosia,,,percent occurrence,count,0,Insecta,,Collector-Gatherer,Burrower
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Ormosia,,,percent occurrence,count,4,Insecta,,Collector-Gatherer,Burrower
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Pedicia,,,percent occurrence,count,0,Insecta,,Predator,Burrower
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Pedicia,,,percent occurrence,count,0,Insecta,,Predator,Burrower
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Pedicia,,,percent occurrence,count,4,Insecta,,Predator,Burrower
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Pedicia,,,percent occurrence,count,0,Insecta,,Predator,Burrower
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Pedicia,,,percent occurrence,count,0,Insecta,,Predator,Burrower
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Pilaria,,,percent occurrence,count,0,Insecta,,Predator,Burrower
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Pilaria,,,percent occurrence,count,0,Insecta,,Predator,Burrower
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Pilaria,,,percent occurrence,count,0,Insecta,,Predator,Burrower
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Pilaria,,,percent occurrence,count,0,Insecta,,Predator,Burrower
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Pilaria,,,percent occurrence,count,4,Insecta,,Predator,Burrower
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Pseudolimnophila,,,percent occurrence,count,17,Insecta,,Predator,Burrower
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Pseudolimnophila,,,percent occurrence,count,4,Insecta,,Predator,Burrower
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Pseudolimnophila,,,percent occurrence,count,39,Insecta,,Predator,Burrower
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Pseudolimnophila,,,percent occurrence,count,0,Insecta,,Predator,Burrower
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Pseudolimnophila,,,percent occurrence,count,26,Insecta,,Predator,Burrower
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Rhabdomastix,,,percent occurrence,count,0,Insecta,,,
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Rhabdomastix,,,percent occurrence,count,9,Insecta,,,
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Rhabdomastix,,,percent occurrence,count,4,Insecta,,,
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Rhabdomastix,,,percent occurrence,count,0,Insecta,,,
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Rhabdomastix,,,percent occurrence,count,4,Insecta,,,
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Tipula,,,percent occurrence,count,8,Insecta,,Shredder,Burrower
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Tipula,,,percent occurrence,count,57,Insecta,,Shredder,Burrower
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Tipula,,,percent occurrence,count,26,Insecta,,Shredder,Burrower
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Tipula,,,percent occurrence,count,41,Insecta,,Shredder,Burrower
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Tipula,,,percent occurrence,count,48,Insecta,,Shredder,Burrower
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,,,,percent occurrence,N,24,Planariidae,Tolerant,Collector-Gatherer,Sprawler
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,,,,percent occurrence,N,23,Planariidae,Tolerant,Collector-Gatherer,Sprawler
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,,,,percent occurrence,N,23,Planariidae,Tolerant,Collector-Gatherer,Sprawler
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,,,,percent occurrence,N,22,Planariidae,Tolerant,Collector-Gatherer,Sprawler
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,,,,percent occurrence,N,23,Planariidae,Tolerant,Collector-Gatherer,Sprawler
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Nematoda,,,,percent occurrence,N,24,,Tolerant,Collector-Gatherer,Burrower
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Nematoda,,,,percent occurrence,N,23,,Tolerant,Collector-Gatherer,Burrower
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Nematoda,,,,percent occurrence,N,23,,Tolerant,Collector-Gatherer,Burrower
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Nematoda,,,,percent occurrence,N,22,,Tolerant,Collector-Gatherer,Burrower
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Nematoda,,,,percent occurrence,N,23,,Tolerant,Collector-Gatherer,Burrower
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Annelida,,,,percent occurrence,N,24,Oligochaeta,Tolerant,Collector-Gatherer,Burrower
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Annelida,,,,percent occurrence,N,23,Oligochaeta,Tolerant,Collector-Gatherer,Burrower
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Annelida,,,,percent occurrence,N,23,Oligochaeta,Tolerant,Collector-Gatherer,Burrower
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Annelida,,,,percent occurrence,N,22,Oligochaeta,Tolerant,Collector-Gatherer,Burrower
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Annelida,,,,percent occurrence,N,23,Oligochaeta,Tolerant,Collector-Gatherer,Burrower
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Annelida,,,,percent occurrence,N,24,Hirudiniea,Tolerant,Predator,Sprawler
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Annelida,,,,percent occurrence,N,23,Hirudiniea,Tolerant,Predator,Sprawler
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Annelida,,,,percent occurrence,N,23,Hirudiniea,Tolerant,Predator,Sprawler
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Annelida,,,,percent occurrence,N,22,Hirudiniea,Tolerant,Predator,Sprawler
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Annelida,,,,percent occurrence,N,23,Hirudiniea,Tolerant,Predator,Sprawler
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,,,,percent occurrence,N,24,Copepoda,,,
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,,,,percent occurrence,N,23,Copepoda,,,
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,,,,percent occurrence,N,23,Copepoda,,,
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,,,,percent occurrence,N,22,Copepoda,,,
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,,,,percent occurrence,N,23,Copepoda,,,
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Gammarus,,,percent occurrence,N,24,Amphipoda,,Collector-Gatherer,Crawler
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Gammarus,,,percent occurrence,N,23,Amphipoda,,Collector-Gatherer,Crawler
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Gammarus,,,percent occurrence,N,23,Amphipoda,,Collector-Gatherer,Crawler
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Gammarus,,,percent occurrence,N,22,Amphipoda,,Collector-Gatherer,Crawler
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Gammarus,,,percent occurrence,N,23,Amphipoda,,Collector-Gatherer,Crawler
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,,,,percent occurrence,N,24,Decapoda,,Generalist,Generalist
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,,,,percent occurrence,N,23,Decapoda,,Generalist,Generalist
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,,,,percent occurrence,N,23,Decapoda,,Generalist,Generalist
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,,,,percent occurrence,N,22,Decapoda,,Generalist,Generalist
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,,,,percent occurrence,N,23,Decapoda,,Generalist,Generalist
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Mollusca,,,,percent occurrence,N,24,Gastropoda,,Scraper,Clinger
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Mollusca,,,,percent occurrence,N,23,Gastropoda,,Scraper,Clinger
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Mollusca,,,,percent occurrence,N,23,Gastropoda,,Scraper,Clinger
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Mollusca,,,,percent occurrence,N,22,Gastropoda,,Scraper,Clinger
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Mollusca,,,,percent occurrence,N,23,Gastropoda,,Scraper,Clinger
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Mollusca,,,,percent occurrence,N,24,Gastropoda,Tolerant,Collector-Gatherer,Generalist
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Mollusca,,,,percent occurrence,N,23,Gastropoda,Tolerant,Collector-Gatherer,Generalist
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Mollusca,,,,percent occurrence,N,23,Gastropoda,Tolerant,Collector-Gatherer,Generalist
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Mollusca,,,,percent occurrence,N,22,Gastropoda,Tolerant,Collector-Gatherer,Generalist
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Mollusca,,,,percent occurrence,N,23,Gastropoda,Tolerant,Collector-Gatherer,Generalist
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Mollusca,,,,percent occurrence,N,24,Gastropoda,,Collector-Gatherer,CP
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Mollusca,,,,percent occurrence,N,23,Gastropoda,,Collector-Gatherer,CP
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Mollusca,,,,percent occurrence,N,23,Gastropoda,,Collector-Gatherer,CP
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Mollusca,,,,percent occurrence,N,22,Gastropoda,,Collector-Gatherer,CP
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Mollusca,,,,percent occurrence,N,23,Gastropoda,,Collector-Gatherer,CP
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Mollusca,,,,percent occurrence,N,24,Gastropoda,Sensitive,Scraper,Clinger
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Mollusca,,,,percent occurrence,N,23,Gastropoda,Sensitive,Scraper,Clinger
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Mollusca,,,,percent occurrence,N,23,Gastropoda,Sensitive,Scraper,Clinger
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Mollusca,,,,percent occurrence,N,22,Gastropoda,Sensitive,Scraper,Clinger
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Mollusca,,,,percent occurrence,N,23,Gastropoda,Sensitive,Scraper,Clinger
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Mollusca,Corbicula,fluminea,,percent occurrence,N,24,Bivalva,,Collector-Filterer,Burrower
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Mollusca,Corbicula,fluminea,,percent occurrence,N,23,Bivalva,,Collector-Filterer,Burrower
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Mollusca,Corbicula,fluminea,,percent occurrence,N,23,Bivalva,,Collector-Filterer,Burrower
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Mollusca,Corbicula,fluminea,,percent occurrence,N,22,Bivalva,,Collector-Filterer,Burrower
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Mollusca,Corbicula,fluminea,,percent occurrence,N,23,Bivalva,,Collector-Filterer,Burrower
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Mollusca,,,,percent occurrence,N,24,Bivalva,Tolerant,Collector-Filterer,Burrower
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Mollusca,,,,percent occurrence,N,23,Bivalva,Tolerant,Collector-Filterer,Burrower
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Mollusca,,,,percent occurrence,N,23,Bivalva,Tolerant,Collector-Filterer,Burrower
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Mollusca,,,,percent occurrence,N,22,Bivalva,Tolerant,Collector-Filterer,Burrower
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Mollusca,,,,percent occurrence,N,23,Bivalva,Tolerant,Collector-Filterer,Burrower
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,,,,percent occurrence,N,24,Arachnida,,Predator,Crawler
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,,,,percent occurrence,N,23,Arachnida,,Predator,Crawler
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,,,,percent occurrence,N,23,Arachnida,,Predator,Crawler
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,,,,percent occurrence,N,22,Arachnida,,Predator,Crawler
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,,,,percent occurrence,N,23,Arachnida,,Predator,Crawler
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Baetis,,,percent occurrence,N,24,Insecta,,Collector-Gatherer,Clinger
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Baetis,,,percent occurrence,N,23,Insecta,,Collector-Gatherer,Clinger
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Baetis,,,percent occurrence,N,23,Insecta,,Collector-Gatherer,Clinger
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Baetis,,,percent occurrence,N,22,Insecta,,Collector-Gatherer,Clinger
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Baetis,,,percent occurrence,N,23,Insecta,,Collector-Gatherer,Clinger
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Baetisca,,,percent occurrence,N,24,Insecta,,Collector-Gatherer,Sprawler
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Baetisca,,,percent occurrence,N,23,Insecta,,Collector-Gatherer,Sprawler
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Baetisca,,,percent occurrence,N,23,Insecta,,Collector-Gatherer,Sprawler
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Baetisca,,,percent occurrence,N,22,Insecta,,Collector-Gatherer,Sprawler
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Baetisca,,,percent occurrence,N,23,Insecta,,Collector-Gatherer,Sprawler
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Ephemera,,,percent occurrence,N,24,Insecta,,Collector-Gatherer,Burrower
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Ephemera,,,percent occurrence,N,23,Insecta,,Collector-Gatherer,Burrower
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Ephemera,,,percent occurrence,N,23,Insecta,,Collector-Gatherer,Burrower
