uniqueID,siteID,year,replicate,grazing.compare,last.grazed (year),grazing.estimate,grazing.value,Taxa,Genus,Species,Status,Estimate,Stat,Value,Functional Group,Unit,,,,,
1387,Sonoita Plain,2004,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Peromyscus,boylii,NA,abundance,se,0,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2004,6,ungrazed,36,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Peromyscus,boylii,NA,abundance,se,0,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2004,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Peromyscus,maniculatus,NA,abundance,se,0.61,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2004,6,ungrazed,36,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Peromyscus,maniculatus,NA,abundance,se,47,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2004,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Reithrodontomys,fulvescens,NA,abundance,se,0,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2004,6,ungrazed,36,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Reithrodontomys,fulvescens,NA,abundance,se,0.05,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2004,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Reithrodontomys,megalotis,NA,abundance,se,0.36,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2004,6,ungrazed,36,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Reithrodontomys,megalotis,NA,abundance,se,0.15,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2004,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Sigmodon,arizonae,NA,abundance,se,0,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2004,6,ungrazed,36,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Sigmodon,arizonae,NA,abundance,se,0,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,baileyi,NA,abundance,mean,0.23,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,ungrazed,37,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,baileyi,NA,abundance,mean,0.33,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,hispidus,NA,abundance,mean,0.46,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,ungrazed,37,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,hispidus,NA,abundance,mean,0.6,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,intermedius,NA,abundance,mean,0,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,ungrazed,37,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,intermedius,NA,abundance,mean,0,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Dipodomys,merriami,NA,abundance,mean,0,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,ungrazed,37,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Dipodomys,merriami,NA,abundance,mean,0,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Perognathus,flavus,NA,abundance,mean,0.51,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,ungrazed,37,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Perognathus,flavus,NA,abundance,mean,0.74,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Baiomys,taylori,NA,abundance,mean,0.05,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,ungrazed,37,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Baiomys,taylori,NA,abundance,mean,0.14,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Neotoma,albigula,NA,abundance,mean,0,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,ungrazed,37,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Neotoma,albigula,NA,abundance,mean,0.19,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Onychomys,torridus,NA,abundance,mean,0.14,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,ungrazed,37,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Onychomys,torridus,NA,abundance,mean,0.14,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Peromyscus,boylii,NA,abundance,mean,0.09,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,ungrazed,37,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Peromyscus,boylii,NA,abundance,mean,0,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Peromyscus,maniculatus,NA,abundance,mean,0.83,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,ungrazed,37,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Peromyscus,maniculatus,NA,abundance,mean,0.56,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Reithrodontomys,fulvescens,NA,abundance,mean,0,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,ungrazed,37,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Reithrodontomys,fulvescens,NA,abundance,mean,0,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Reithrodontomys,megalotis,NA,abundance,mean,0,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,ungrazed,37,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Reithrodontomys,megalotis,NA,abundance,mean,0.14,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Sigmodon,arizonae,NA,abundance,mean,0,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,ungrazed,37,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Sigmodon,arizonae,NA,abundance,mean,0,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,baileyi,NA,abundance,se,0.23,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,ungrazed,37,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,baileyi,NA,abundance,se,0.27,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,hispidus,NA,abundance,se,0.28,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,ungrazed,37,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,hispidus,NA,abundance,se,0.26,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,intermedius,NA,abundance,se,0,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,ungrazed,37,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,intermedius,NA,abundance,se,0,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Dipodomys,merriami,NA,abundance,se,0,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,ungrazed,37,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Dipodomys,merriami,NA,abundance,se,0,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Perognathus,flavus,NA,abundance,se,0.35,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,ungrazed,37,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Perognathus,flavus,NA,abundance,se,0.47,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Baiomys,taylori,NA,abundance,se,0.05,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,ungrazed,37,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Baiomys,taylori,NA,abundance,se,0.1,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Neotoma,albigula,NA,abundance,se,0,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,ungrazed,37,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Neotoma,albigula,NA,abundance,se,0.12,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Onychomys,torridus,NA,abundance,se,0.1,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,ungrazed,37,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Onychomys,torridus,NA,abundance,se,0.06,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Peromyscus,boylii,NA,abundance,se,0.06,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,ungrazed,37,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Peromyscus,boylii,NA,abundance,se,0,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Peromyscus,maniculatus,NA,abundance,se,0.36,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,ungrazed,37,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Peromyscus,maniculatus,NA,abundance,se,0.36,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Reithrodontomys,fulvescens,NA,abundance,se,0,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,ungrazed,37,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Reithrodontomys,fulvescens,NA,abundance,se,0,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Reithrodontomys,megalotis,NA,abundance,se,0,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,ungrazed,37,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Reithrodontomys,megalotis,NA,abundance,se,0.14,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Sigmodon,arizonae,NA,abundance,se,0,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2005,6,ungrazed,37,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Sigmodon,arizonae,NA,abundance,se,0,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,baileyi,NA,abundance,mean,1.16,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,ungrazed,38,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,baileyi,NA,abundance,mean,0.42,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,hispidus,NA,abundance,mean,1.3,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,ungrazed,38,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,hispidus,NA,abundance,mean,2.73,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,intermedius,NA,abundance,mean,0,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,ungrazed,38,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,intermedius,NA,abundance,mean,0,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Dipodomys,merriami,NA,abundance,mean,0.19,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,ungrazed,38,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Dipodomys,merriami,NA,abundance,mean,0,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Perognathus,flavus,NA,abundance,mean,0.51,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,ungrazed,38,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Perognathus,flavus,NA,abundance,mean,0.7,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Baiomys,taylori,NA,abundance,mean,0,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,ungrazed,38,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Baiomys,taylori,NA,abundance,mean,0.14,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Neotoma,albigula,NA,abundance,mean,0,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,ungrazed,38,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Neotoma,albigula,NA,abundance,mean,0.14,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Onychomys,torridus,NA,abundance,mean,0.05,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,ungrazed,38,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Onychomys,torridus,NA,abundance,mean,0.28,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Peromyscus,boylii,NA,abundance,mean,0.09,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,ungrazed,38,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Peromyscus,boylii,NA,abundance,mean,0.05,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Peromyscus,maniculatus,NA,abundance,mean,2.5,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,ungrazed,38,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Peromyscus,maniculatus,NA,abundance,mean,1.25,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Reithrodontomys,fulvescens,NA,abundance,mean,0,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,ungrazed,38,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Reithrodontomys,fulvescens,NA,abundance,mean,0,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Reithrodontomys,megalotis,NA,abundance,mean,0.05,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,ungrazed,38,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Reithrodontomys,megalotis,NA,abundance,mean,0.19,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Sigmodon,arizonae,NA,abundance,mean,0.09,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,ungrazed,38,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Sigmodon,arizonae,NA,abundance,mean,0.74,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,baileyi,NA,abundance,se,0.78,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,ungrazed,38,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,baileyi,NA,abundance,se,0.2,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,hispidus,NA,abundance,se,0.26,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,ungrazed,38,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,hispidus,NA,abundance,se,0.99,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,intermedius,NA,abundance,se,0,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,ungrazed,38,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,intermedius,NA,abundance,se,0,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Dipodomys,merriami,NA,abundance,se,0.19,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,ungrazed,38,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Dipodomys,merriami,NA,abundance,se,0,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Perognathus,flavus,NA,abundance,se,0.22,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,ungrazed,38,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Perognathus,flavus,NA,abundance,se,0.38,Heteromyidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Baiomys,taylori,NA,abundance,se,0,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,ungrazed,38,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Baiomys,taylori,NA,abundance,se,0.14,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Neotoma,albigula,NA,abundance,se,0,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,ungrazed,38,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Neotoma,albigula,NA,abundance,se,0.1,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Onychomys,torridus,NA,abundance,se,0.05,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,ungrazed,38,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Onychomys,torridus,NA,abundance,se,0.18,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Peromyscus,boylii,NA,abundance,se,0.09,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,ungrazed,38,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Peromyscus,boylii,NA,abundance,se,0.05,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Peromyscus,maniculatus,NA,abundance,se,1.23,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,ungrazed,38,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Peromyscus,maniculatus,NA,abundance,se,0.63,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Reithrodontomys,fulvescens,NA,abundance,se,0,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,ungrazed,38,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Reithrodontomys,fulvescens,NA,abundance,se,0,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Reithrodontomys,megalotis,NA,abundance,se,0.05,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,ungrazed,38,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Reithrodontomys,megalotis,NA,abundance,se,0.09,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Sigmodon,arizonae,NA,abundance,se,0.09,Cricetidae,captures/100 trap nights,,,,,
1387,Sonoita Plain,2006,6,ungrazed,38,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Sigmodon,arizonae,NA,abundance,se,0.27,Cricetidae,captures/100 trap nights,,,,,
1397,Sonoita Plain,2007,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,baileyi,NA,abundance,mean,2.5,Heteromyidae,captures/100 trap nights,,,,,
1397,Sonoita Plain,2007,6,ungrazed,39,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,baileyi,NA,abundance,mean,1.02,Heteromyidae,captures/100 trap nights,,,,,
1397,Sonoita Plain,2007,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,hispidus,NA,abundance,mean,1.76,Heteromyidae,captures/100 trap nights,,,,,
1397,Sonoita Plain,2007,6,ungrazed,39,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,hispidus,NA,abundance,mean,1.2,Heteromyidae,captures/100 trap nights,,,,,
1397,Sonoita Plain,2007,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,intermedius,NA,abundance,mean,0,Heteromyidae,captures/100 trap nights,,,,,
1397,Sonoita Plain,2007,6,ungrazed,39,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Chaetodipus,intermedius,NA,abundance,mean,0,Heteromyidae,captures/100 trap nights,,,,,
1397,Sonoita Plain,2007,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Dipodomys,merriami,NA,abundance,mean,0.28,Heteromyidae,captures/100 trap nights,,,,,
1397,Sonoita Plain,2007,6,ungrazed,39,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Dipodomys,merriami,NA,abundance,mean,0.28,Heteromyidae,captures/100 trap nights,,,,,
1397,Sonoita Plain,2007,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Perognathus,flavus,NA,abundance,mean,1.11,Heteromyidae,captures/100 trap nights,,,,,
1397,Sonoita Plain,2007,6,ungrazed,39,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Perognathus,flavus,NA,abundance,mean,0.56,Heteromyidae,captures/100 trap nights,,,,,
1397,Sonoita Plain,2007,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Baiomys,taylori,NA,abundance,mean,0.47,Cricetidae,captures/100 trap nights,,,,,
1397,Sonoita Plain,2007,6,ungrazed,39,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Baiomys,taylori,NA,abundance,mean,0.65,Cricetidae,captures/100 trap nights,,,,,
1397,Sonoita Plain,2007,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Neotoma,albigula,NA,abundance,mean,0.23,Cricetidae,captures/100 trap nights,,,,,
1397,Sonoita Plain,2007,6,ungrazed,39,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Neotoma,albigula,NA,abundance,mean,0.14,Cricetidae,captures/100 trap nights,,,,,
1397,Sonoita Plain,2007,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Onychomys,torridus,NA,abundance,mean,0.42,Cricetidae,captures/100 trap nights,,,,,
1397,Sonoita Plain,2007,6,ungrazed,39,0,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Onychomys,torridus,NA,abundance,mean,0.28,Cricetidae,captures/100 trap nights,,,,,
1397,Sonoita Plain,2007,6,grazed,0,1,cow-calf unit/13 ha in one ranch and animal/12 ha for another,mammalia,Peromyscus,boylii,NA,abundance,mean,0.23,Cricetidae,captures/100 trap nights,,,,,
